# Emoji 17.0 单码位纯净版（机器可读）
# 生成日期: 2026-02-13
# 说明: 仅包含单码位Emoji，已过滤所有多码位序列
# 字段: 字符\t码位\t状态\t版本\t名称
# 单码位定义: 码位字段不含空格
🌰	1F330	fully-qualified	E0.6	chestnut
🫚	1FADA	fully-qualified	E15.0	ginger root
🫛	1FADB	fully-qualified	E15.0	pea pod
🫜	1FADC	fully-qualified	E16.0	root vegetable
🍞	1F35E	fully-qualified	E0.6	bread
🥐	1F950	fully-qualified	E3.0	croissant
🥖	1F956	fully-qualified	E3.0	baguette bread
🫓	1FAD3	fully-qualified	E13.0	flatbread
🥨	1F968	fully-qualified	E5.0	pretzel
🥯	1F96F	fully-qualified	E11.0	bagel
🥞	1F95E	fully-qualified	E3.0	pancakes
🧇	1F9C7	fully-qualified	E12.0	waffle
🧀	1F9C0	fully-qualified	E1.0	cheese wedge
🍖	1F356	fully-qualified	E0.6	meat on bone
🍗	1F357	fully-qualified	E0.6	poultry leg
🥩	1F969	fully-qualified	E5.0	cut of meat
🥓	1F953	fully-qualified	E3.0	bacon
🍔	1F354	fully-qualified	E0.6	hamburger
🍟	1F35F	fully-qualified	E0.6	french fries
🍕	1F355	fully-qualified	E0.6	pizza
🌭	1F32D	fully-qualified	E1.0	hot dog
🥪	1F96A	fully-qualified	E5.0	sandwich
🌮	1F32E	fully-qualified	E1.0	taco
🌯	1F32F	fully-qualified	E1.0	burrito
🫔	1FAD4	fully-qualified	E13.0	tamale
🥙	1F959	fully-qualified	E3.0	stuffed flatbread
🧆	1F9C6	fully-qualified	E12.0	falafel
🥚	1F95A	fully-qualified	E3.0	egg
🍳	1F373	fully-qualified	E0.6	cooking
🥘	1F958	fully-qualified	E3.0	shallow pan of food
🍲	1F372	fully-qualified	E0.6	pot of food
🫕	1FAD5	fully-qualified	E13.0	fondue
🥣	1F963	fully-qualified	E5.0	bowl with spoon
🥗	1F957	fully-qualified	E3.0	green salad
🍿	1F37F	fully-qualified	E1.0	popcorn
🧈	1F9C8	fully-qualified	E12.0	butter
🧂	1F9C2	fully-qualified	E11.0	salt
🥫	1F96B	fully-qualified	E5.0	canned food
🍱	1F371	fully-qualified	E0.6	bento box
🍘	1F358	fully-qualified	E0.6	rice cracker
🍙	1F359	fully-qualified	E0.6	rice ball
🍚	1F35A	fully-qualified	E0.6	cooked rice
🍛	1F35B	fully-qualified	E0.6	curry rice
🍜	1F35C	fully-qualified	E0.6	steaming bowl
🍝	1F35D	fully-qualified	E0.6	spaghetti
🍠	1F360	fully-qualified	E0.6	roasted sweet potato
🍢	1F362	fully-qualified	E0.6	oden
🍣	1F363	fully-qualified	E0.6	sushi
🍤	1F364	fully-qualified	E0.6	fried shrimp
🍥	1F365	fully-qualified	E0.6	fish cake with swirl
🥮	1F96E	fully-qualified	E11.0	moon cake
🍡	1F361	fully-qualified	E0.6	dango
🥟	1F95F	fully-qualified	E5.0	dumpling
🥠	1F960	fully-qualified	E5.0	fortune cookie
🥡	1F961	fully-qualified	E5.0	takeout box
🍦	1F366	fully-qualified	E0.6	soft ice cream
🍧	1F367	fully-qualified	E0.6	shaved ice
🍨	1F368	fully-qualified	E0.6	ice cream
🍩	1F369	fully-qualified	E0.6	doughnut
🍪	1F36A	fully-qualified	E0.6	cookie
🎂	1F382	fully-qualified	E0.6	birthday cake
🍰	1F370	fully-qualified	E0.6	shortcake
🧁	1F9C1	fully-qualified	E11.0	cupcake
🥧	1F967	fully-qualified	E5.0	pie
🍫	1F36B	fully-qualified	E0.6	chocolate bar
🍬	1F36C	fully-qualified	E0.6	candy
🍭	1F36D	fully-qualified	E0.6	lollipop
🍮	1F36E	fully-qualified	E0.6	custard
🍯	1F36F	fully-qualified	E0.6	honey pot
🍼	1F37C	fully-qualified	E1.0	baby bottle
🥛	1F95B	fully-qualified	E3.0	glass of milk
☕	2615	fully-qualified	E0.6	hot beverage
🫖	1FAD6	fully-qualified	E13.0	teapot
🍵	1F375	fully-qualified	E0.6	teacup without handle
🍶	1F376	fully-qualified	E0.6	sake
🍾	1F37E	fully-qualified	E1.0	bottle with popping cork
🍷	1F377	fully-qualified	E0.6	wine glass
🍸	1F378	fully-qualified	E0.6	cocktail glass
🍹	1F379	fully-qualified	E0.6	tropical drink
🍺	1F37A	fully-qualified	E0.6	beer mug
🍻	1F37B	fully-qualified	E0.6	clinking beer mugs
🥂	1F942	fully-qualified	E3.0	clinking glasses
🥃	1F943	fully-qualified	E3.0	tumbler glass
🫗	1FAD7	fully-qualified	E14.0	pouring liquid
🥤	1F964	fully-qualified	E5.0	cup with straw
🧋	1F9CB	fully-qualified	E13.0	bubble tea
🧃	1F9C3	fully-qualified	E12.0	beverage box
🧉	1F9C9	fully-qualified	E12.0	mate
🧊	1F9CA	fully-qualified	E12.0	ice
🥢	1F962	fully-qualified	E5.0	chopsticks
🍽	1F37D	unqualified	E0.7	fork and knife with plate
🍴	1F374	fully-qualified	E0.6	fork and knife
🥄	1F944	fully-qualified	E3.0	spoon
🔪	1F52A	fully-qualified	E0.6	kitchen knife
🫙	1FAD9	fully-qualified	E14.0	jar
🏺	1F3FA	fully-qualified	E1.0	amphora
🌍	1F30D	fully-qualified	E0.7	globe showing Europe-Africa
🌎	1F30E	fully-qualified	E0.7	globe showing Americas
🌏	1F30F	fully-qualified	E0.6	globe showing Asia-Australia
🌐	1F310	fully-qualified	E1.0	globe with meridians
🗺	1F5FA	unqualified	E0.7	world map
🗾	1F5FE	fully-qualified	E0.6	map of Japan
🧭	1F9ED	fully-qualified	E11.0	compass
🏔	1F3D4	unqualified	E0.7	snow-capped mountain
⛰	26F0	unqualified	E0.7	mountain
🛘	1F6D8	fully-qualified	E17.0	landslide
🌋	1F30B	fully-qualified	E0.6	volcano
🗻	1F5FB	fully-qualified	E0.6	mount fuji
🏕	1F3D5	unqualified	E0.7	camping
🏖	1F3D6	unqualified	E0.7	beach with umbrella
🏜	1F3DC	unqualified	E0.7	desert
🏝	1F3DD	unqualified	E0.7	desert island
🏞	1F3DE	unqualified	E0.7	national park
🏟	1F3DF	unqualified	E0.7	stadium
🏛	1F3DB	unqualified	E0.7	classical building
🏗	1F3D7	unqualified	E0.7	building construction
🧱	1F9F1	fully-qualified	E11.0	brick
🪨	1FAA8	fully-qualified	E13.0	rock
🪵	1FAB5	fully-qualified	E13.0	wood
🛖	1F6D6	fully-qualified	E13.0	hut
🏘	1F3D8	unqualified	E0.7	houses
🏚	1F3DA	unqualified	E0.7	derelict house
🏠	1F3E0	fully-qualified	E0.6	house
🏡	1F3E1	fully-qualified	E0.6	house with garden
🏢	1F3E2	fully-qualified	E0.6	office building
🏣	1F3E3	fully-qualified	E0.6	Japanese post office
🏤	1F3E4	fully-qualified	E1.0	post office
🏥	1F3E5	fully-qualified	E0.6	hospital
🏦	1F3E6	fully-qualified	E0.6	bank
🏨	1F3E8	fully-qualified	E0.6	hotel
🏩	1F3E9	fully-qualified	E0.6	love hotel
🏪	1F3EA	fully-qualified	E0.6	convenience store
🏫	1F3EB	fully-qualified	E0.6	school
🏬	1F3EC	fully-qualified	E0.6	department store
🏭	1F3ED	fully-qualified	E0.6	factory
🏯	1F3EF	fully-qualified	E0.6	Japanese castle
🏰	1F3F0	fully-qualified	E0.6	castle
💒	1F492	fully-qualified	E0.6	wedding
🗼	1F5FC	fully-qualified	E0.6	Tokyo tower
🗽	1F5FD	fully-qualified	E0.6	Statue of Liberty
⛪	26EA	fully-qualified	E0.6	church
🕌	1F54C	fully-qualified	E1.0	mosque
🛕	1F6D5	fully-qualified	E12.0	hindu temple
🕍	1F54D	fully-qualified	E1.0	synagogue
⛩	26E9	unqualified	E0.7	shinto shrine
🕋	1F54B	fully-qualified	E1.0	kaaba
⛲	26F2	fully-qualified	E0.6	fountain
⛺	26FA	fully-qualified	E0.6	tent
🌁	1F301	fully-qualified	E0.6	foggy
🌃	1F303	fully-qualified	E0.6	night with stars
🏙	1F3D9	unqualified	E0.7	cityscape
🌄	1F304	fully-qualified	E0.6	sunrise over mountains
🌅	1F305	fully-qualified	E0.6	sunrise
🌆	1F306	fully-qualified	E0.6	cityscape at dusk
🌇	1F307	fully-qualified	E0.6	sunset
🌉	1F309	fully-qualified	E0.6	bridge at night
♨	2668	unqualified	E0.6	hot springs
🎠	1F3A0	fully-qualified	E0.6	carousel horse
🛝	1F6DD	fully-qualified	E14.0	playground slide
🎡	1F3A1	fully-qualified	E0.6	ferris wheel
🎢	1F3A2	fully-qualified	E0.6	roller coaster
💈	1F488	fully-qualified	E0.6	barber pole
🎪	1F3AA	fully-qualified	E0.6	circus tent
🚂	1F682	fully-qualified	E1.0	locomotive
🚃	1F683	fully-qualified	E0.6	railway car
🚄	1F684	fully-qualified	E0.6	high-speed train
🚅	1F685	fully-qualified	E0.6	bullet train
🚆	1F686	fully-qualified	E1.0	train
🚇	1F687	fully-qualified	E0.6	metro
🚈	1F688	fully-qualified	E1.0	light rail
🚉	1F689	fully-qualified	E0.6	station
🚊	1F68A	fully-qualified	E1.0	tram
🚝	1F69D	fully-qualified	E1.0	monorail
🚞	1F69E	fully-qualified	E1.0	mountain railway
🚋	1F68B	fully-qualified	E1.0	tram car
🚌	1F68C	fully-qualified	E0.6	bus
🚍	1F68D	fully-qualified	E0.7	oncoming bus
🚎	1F68E	fully-qualified	E1.0	trolleybus
🚐	1F690	fully-qualified	E1.0	minibus
🚑	1F691	fully-qualified	E0.6	ambulance
🚒	1F692	fully-qualified	E0.6	fire engine
🚓	1F693	fully-qualified	E0.6	police car
🚔	1F694	fully-qualified	E0.7	oncoming police car
🚕	1F695	fully-qualified	E0.6	taxi
🚖	1F696	fully-qualified	E1.0	oncoming taxi
🚗	1F697	fully-qualified	E0.6	automobile
🚘	1F698	fully-qualified	E0.7	oncoming automobile
🚙	1F699	fully-qualified	E0.6	sport utility vehicle
🛻	1F6FB	fully-qualified	E13.0	pickup truck
🚚	1F69A	fully-qualified	E0.6	delivery truck
🚛	1F69B	fully-qualified	E1.0	articulated lorry
🚜	1F69C	fully-qualified	E1.0	tractor
🏎	1F3CE	unqualified	E0.7	racing car
🏍	1F3CD	unqualified	E0.7	motorcycle
🛵	1F6F5	fully-qualified	E3.0	motor scooter
🦽	1F9BD	fully-qualified	E12.0	manual wheelchair
🦼	1F9BC	fully-qualified	E12.0	motorized wheelchair
🛺	1F6FA	fully-qualified	E12.0	auto rickshaw
🚲	1F6B2	fully-qualified	E0.6	bicycle
🛴	1F6F4	fully-qualified	E3.0	kick scooter
🛹	1F6F9	fully-qualified	E11.0	skateboard
🛼	1F6FC	fully-qualified	E13.0	roller skate
🚏	1F68F	fully-qualified	E0.6	bus stop
🛣	1F6E3	unqualified	E0.7	motorway
🛤	1F6E4	unqualified	E0.7	railway track
🛢	1F6E2	unqualified	E0.7	oil drum
⛽	26FD	fully-qualified	E0.6	fuel pump
🛞	1F6DE	fully-qualified	E14.0	wheel
🚨	1F6A8	fully-qualified	E0.6	police car light
🚥	1F6A5	fully-qualified	E0.6	horizontal traffic light
🚦	1F6A6	fully-qualified	E1.0	vertical traffic light
🛑	1F6D1	fully-qualified	E3.0	stop sign
🚧	1F6A7	fully-qualified	E0.6	construction
⚓	2693	fully-qualified	E0.6	anchor
🛟	1F6DF	fully-qualified	E14.0	ring buoy
⛵	26F5	fully-qualified	E0.6	sailboat
🛶	1F6F6	fully-qualified	E3.0	canoe
🚤	1F6A4	fully-qualified	E0.6	speedboat
🛳	1F6F3	unqualified	E0.7	passenger ship
⛴	26F4	unqualified	E0.7	ferry
🛥	1F6E5	unqualified	E0.7	motor boat
🚢	1F6A2	fully-qualified	E0.6	ship
✈	2708	unqualified	E0.6	airplane
🛩	1F6E9	unqualified	E0.7	small airplane
🛫	1F6EB	fully-qualified	E1.0	airplane departure
🛬	1F6EC	fully-qualified	E1.0	airplane arrival
🪂	1FA82	fully-qualified	E12.0	parachute
💺	1F4BA	fully-qualified	E0.6	seat
🚁	1F681	fully-qualified	E1.0	helicopter
🚟	1F69F	fully-qualified	E1.0	suspension railway
🚠	1F6A0	fully-qualified	E1.0	mountain cableway
🚡	1F6A1	fully-qualified	E1.0	aerial tramway
🛰	1F6F0	unqualified	E0.7	satellite
🚀	1F680	fully-qualified	E0.6	rocket
🛸	1F6F8	fully-qualified	E5.0	flying saucer
🛎	1F6CE	unqualified	E0.7	bellhop bell
🧳	1F9F3	fully-qualified	E11.0	luggage
⌛	231B	fully-qualified	E0.6	hourglass done
⏳	23F3	fully-qualified	E0.6	hourglass not done
⌚	231A	fully-qualified	E0.6	watch
⏰	23F0	fully-qualified	E0.6	alarm clock
⏱	23F1	unqualified	E1.0	stopwatch
⏲	23F2	unqualified	E1.0	timer clock
🕰	1F570	unqualified	E0.7	mantelpiece clock
🕛	1F55B	fully-qualified	E0.6	twelve o’clock
🕧	1F567	fully-qualified	E0.7	twelve-thirty
🕐	1F550	fully-qualified	E0.6	one o’clock
🕜	1F55C	fully-qualified	E0.7	one-thirty
🕑	1F551	fully-qualified	E0.6	two o’clock
🕝	1F55D	fully-qualified	E0.7	two-thirty
🕒	1F552	fully-qualified	E0.6	three o’clock
🕞	1F55E	fully-qualified	E0.7	three-thirty
🕓	1F553	fully-qualified	E0.6	four o’clock
🕟	1F55F	fully-qualified	E0.7	four-thirty
🕔	1F554	fully-qualified	E0.6	five o’clock
🕠	1F560	fully-qualified	E0.7	five-thirty
🕕	1F555	fully-qualified	E0.6	six o’clock
🕡	1F561	fully-qualified	E0.7	six-thirty
🕖	1F556	fully-qualified	E0.6	seven o’clock
🕢	1F562	fully-qualified	E0.7	seven-thirty
🕗	1F557	fully-qualified	E0.6	eight o’clock
🕣	1F563	fully-qualified	E0.7	eight-thirty
🕘	1F558	fully-qualified	E0.6	nine o’clock
🕤	1F564	fully-qualified	E0.7	nine-thirty
🕙	1F559	fully-qualified	E0.6	ten o’clock
🕥	1F565	fully-qualified	E0.7	ten-thirty
🕚	1F55A	fully-qualified	E0.6	eleven o’clock
🕦	1F566	fully-qualified	E0.7	eleven-thirty
🌑	1F311	fully-qualified	E0.6	new moon
🌒	1F312	fully-qualified	E1.0	waxing crescent moon
🌓	1F313	fully-qualified	E0.6	first quarter moon
🌔	1F314	fully-qualified	E0.6	waxing gibbous moon
🌕	1F315	fully-qualified	E0.6	full moon
🌖	1F316	fully-qualified	E1.0	waning gibbous moon
🌗	1F317	fully-qualified	E1.0	last quarter moon
🌘	1F318	fully-qualified	E1.0	waning crescent moon
🌙	1F319	fully-qualified	E0.6	crescent moon
🌚	1F31A	fully-qualified	E1.0	new moon face
🌛	1F31B	fully-qualified	E0.6	first quarter moon face
🌜	1F31C	fully-qualified	E0.7	last quarter moon face
🌡	1F321	unqualified	E0.7	thermometer
☀	2600	unqualified	E0.6	sun
🌝	1F31D	fully-qualified	E1.0	full moon face
🌞	1F31E	fully-qualified	E1.0	sun with face
🪐	1FA90	fully-qualified	E12.0	ringed planet
⭐	2B50	fully-qualified	E0.6	star
🌟	1F31F	fully-qualified	E0.6	glowing star
🌠	1F320	fully-qualified	E0.6	shooting star
🌌	1F30C	fully-qualified	E0.6	milky way
☁	2601	unqualified	E0.6	cloud
⛅	26C5	fully-qualified	E0.6	sun behind cloud
⛈	26C8	unqualified	E0.7	cloud with lightning and rain
🌤	1F324	unqualified	E0.7	sun behind small cloud
🌥	1F325	unqualified	E0.7	sun behind large cloud
🌦	1F326	unqualified	E0.7	sun behind rain cloud
🌧	1F327	unqualified	E0.7	cloud with rain
🌨	1F328	unqualified	E0.7	cloud with snow
🌩	1F329	unqualified	E0.7	cloud with lightning
🌪	1F32A	unqualified	E0.7	tornado
🌫	1F32B	unqualified	E0.7	fog
🌬	1F32C	unqualified	E0.7	wind face
🌀	1F300	fully-qualified	E0.6	cyclone
🌈	1F308	fully-qualified	E0.6	rainbow
🌂	1F302	fully-qualified	E0.6	closed umbrella
☂	2602	unqualified	E0.7	umbrella
☔	2614	fully-qualified	E0.6	umbrella with rain drops
⛱	26F1	unqualified	E0.7	umbrella on ground
⚡	26A1	fully-qualified	E0.6	high voltage
❄	2744	unqualified	E0.6	snowflake
☃	2603	unqualified	E0.7	snowman
⛄	26C4	fully-qualified	E0.6	snowman without snow
☄	2604	unqualified	E1.0	comet
🔥	1F525	fully-qualified	E0.6	fire
💧	1F4A7	fully-qualified	E0.6	droplet
🌊	1F30A	fully-qualified	E0.6	water wave
🎃	1F383	fully-qualified	E0.6	jack-o-lantern
🎄	1F384	fully-qualified	E0.6	Christmas tree
🎆	1F386	fully-qualified	E0.6	fireworks
🎇	1F387	fully-qualified	E0.6	sparkler
🧨	1F9E8	fully-qualified	E11.0	firecracker
✨	2728	fully-qualified	E0.6	sparkles
🎈	1F388	fully-qualified	E0.6	balloon
🎉	1F389	fully-qualified	E0.6	party popper
🎊	1F38A	fully-qualified	E0.6	confetti ball
🎋	1F38B	fully-qualified	E0.6	tanabata tree
🎍	1F38D	fully-qualified	E0.6	pine decoration
🎎	1F38E	fully-qualified	E0.6	Japanese dolls
🎏	1F38F	fully-qualified	E0.6	carp streamer
🎐	1F390	fully-qualified	E0.6	wind chime
🎑	1F391	fully-qualified	E0.6	moon viewing ceremony
🧧	1F9E7	fully-qualified	E11.0	red envelope
🎀	1F380	fully-qualified	E0.6	ribbon
🎁	1F381	fully-qualified	E0.6	wrapped gift
🎗	1F397	unqualified	E0.7	reminder ribbon
🎟	1F39F	unqualified	E0.7	admission tickets
🎫	1F3AB	fully-qualified	E0.6	ticket
🎖	1F396	unqualified	E0.7	military medal
🏆	1F3C6	fully-qualified	E0.6	trophy
🏅	1F3C5	fully-qualified	E1.0	sports medal
🥇	1F947	fully-qualified	E3.0	1st place medal
🥈	1F948	fully-qualified	E3.0	2nd place medal
🥉	1F949	fully-qualified	E3.0	3rd place medal
⚽	26BD	fully-qualified	E0.6	soccer ball
⚾	26BE	fully-qualified	E0.6	baseball
🥎	1F94E	fully-qualified	E11.0	softball
🏀	1F3C0	fully-qualified	E0.6	basketball
🏐	1F3D0	fully-qualified	E1.0	volleyball
🏈	1F3C8	fully-qualified	E0.6	american football
🏉	1F3C9	fully-qualified	E1.0	rugby football
🎾	1F3BE	fully-qualified	E0.6	tennis
🥏	1F94F	fully-qualified	E11.0	flying disc
🎳	1F3B3	fully-qualified	E0.6	bowling
🏏	1F3CF	fully-qualified	E1.0	cricket game
🏑	1F3D1	fully-qualified	E1.0	field hockey
🏒	1F3D2	fully-qualified	E1.0	ice hockey
🥍	1F94D	fully-qualified	E11.0	lacrosse
🏓	1F3D3	fully-qualified	E1.0	ping pong
🏸	1F3F8	fully-qualified	E1.0	badminton
🥊	1F94A	fully-qualified	E3.0	boxing glove
🥋	1F94B	fully-qualified	E3.0	martial arts uniform
🥅	1F945	fully-qualified	E3.0	goal net
⛳	26F3	fully-qualified	E0.6	flag in hole
⛸	26F8	unqualified	E0.7	ice skate
🎣	1F3A3	fully-qualified	E0.6	fishing pole
🤿	1F93F	fully-qualified	E12.0	diving mask
🎽	1F3BD	fully-qualified	E0.6	running shirt
🎿	1F3BF	fully-qualified	E0.6	skis
🛷	1F6F7	fully-qualified	E5.0	sled
🥌	1F94C	fully-qualified	E5.0	curling stone
🎯	1F3AF	fully-qualified	E0.6	bullseye
🪀	1FA80	fully-qualified	E12.0	yo-yo
🪁	1FA81	fully-qualified	E12.0	kite
🔫	1F52B	fully-qualified	E0.6	water pistol
🎱	1F3B1	fully-qualified	E0.6	pool 8 ball
🔮	1F52E	fully-qualified	E0.6	crystal ball
🪄	1FA84	fully-qualified	E13.0	magic wand
🎮	1F3AE	fully-qualified	E0.6	video game
🕹	1F579	unqualified	E0.7	joystick
🎰	1F3B0	fully-qualified	E0.6	slot machine
🎲	1F3B2	fully-qualified	E0.6	game die
🧩	1F9E9	fully-qualified	E11.0	puzzle piece
🧸	1F9F8	fully-qualified	E11.0	teddy bear
🪅	1FA85	fully-qualified	E13.0	piñata
🪩	1FAA9	fully-qualified	E14.0	mirror ball
🪆	1FA86	fully-qualified	E13.0	nesting dolls
♠	2660	unqualified	E0.6	spade suit
♥	2665	unqualified	E0.6	heart suit
♦	2666	unqualified	E0.6	diamond suit
♣	2663	unqualified	E0.6	club suit
♟	265F	unqualified	E11.0	chess pawn
🃏	1F0CF	fully-qualified	E0.6	joker
🀄	1F004	fully-qualified	E0.6	mahjong red dragon
🎴	1F3B4	fully-qualified	E0.6	flower playing cards
🎭	1F3AD	fully-qualified	E0.6	performing arts
🖼	1F5BC	unqualified	E0.7	framed picture
🎨	1F3A8	fully-qualified	E0.6	artist palette
🧵	1F9F5	fully-qualified	E11.0	thread
🪡	1FAA1	fully-qualified	E13.0	sewing needle
🧶	1F9F6	fully-qualified	E11.0	yarn
🪢	1FAA2	fully-qualified	E13.0	knot
👓	1F453	fully-qualified	E0.6	glasses
🕶	1F576	unqualified	E0.7	sunglasses
🥽	1F97D	fully-qualified	E11.0	goggles
🥼	1F97C	fully-qualified	E11.0	lab coat
🦺	1F9BA	fully-qualified	E12.0	safety vest
👔	1F454	fully-qualified	E0.6	necktie
👕	1F455	fully-qualified	E0.6	t-shirt
👖	1F456	fully-qualified	E0.6	jeans
🧣	1F9E3	fully-qualified	E5.0	scarf
🧤	1F9E4	fully-qualified	E5.0	gloves
🧥	1F9E5	fully-qualified	E5.0	coat
🧦	1F9E6	fully-qualified	E5.0	socks
👗	1F457	fully-qualified	E0.6	dress
👘	1F458	fully-qualified	E0.6	kimono
🥻	1F97B	fully-qualified	E12.0	sari
🩱	1FA71	fully-qualified	E12.0	one-piece swimsuit
🩲	1FA72	fully-qualified	E12.0	briefs
🩳	1FA73	fully-qualified	E12.0	shorts
👙	1F459	fully-qualified	E0.6	bikini
👚	1F45A	fully-qualified	E0.6	woman’s clothes
🪭	1FAAD	fully-qualified	E15.0	folding hand fan
👛	1F45B	fully-qualified	E0.6	purse
👜	1F45C	fully-qualified	E0.6	handbag
👝	1F45D	fully-qualified	E0.6	clutch bag
🛍	1F6CD	unqualified	E0.7	shopping bags
🎒	1F392	fully-qualified	E0.6	backpack
🩴	1FA74	fully-qualified	E13.0	thong sandal
👞	1F45E	fully-qualified	E0.6	man’s shoe
👟	1F45F	fully-qualified	E0.6	running shoe
🥾	1F97E	fully-qualified	E11.0	hiking boot
🥿	1F97F	fully-qualified	E11.0	flat shoe
👠	1F460	fully-qualified	E0.6	high-heeled shoe
👡	1F461	fully-qualified	E0.6	woman’s sandal
🩰	1FA70	fully-qualified	E12.0	ballet shoes
👢	1F462	fully-qualified	E0.6	woman’s boot
🪮	1FAAE	fully-qualified	E15.0	hair pick
👑	1F451	fully-qualified	E0.6	crown
👒	1F452	fully-qualified	E0.6	woman’s hat
🎩	1F3A9	fully-qualified	E0.6	top hat
🎓	1F393	fully-qualified	E0.6	graduation cap
🧢	1F9E2	fully-qualified	E5.0	billed cap
🪖	1FA96	fully-qualified	E13.0	military helmet
⛑	26D1	unqualified	E0.7	rescue worker’s helmet
📿	1F4FF	fully-qualified	E1.0	prayer beads
💄	1F484	fully-qualified	E0.6	lipstick
💍	1F48D	fully-qualified	E0.6	ring
💎	1F48E	fully-qualified	E0.6	gem stone
🔇	1F507	fully-qualified	E1.0	muted speaker
🔈	1F508	fully-qualified	E0.7	speaker low volume
🔉	1F509	fully-qualified	E1.0	speaker medium volume
🔊	1F50A	fully-qualified	E0.6	speaker high volume
📢	1F4E2	fully-qualified	E0.6	loudspeaker
📣	1F4E3	fully-qualified	E0.6	megaphone
📯	1F4EF	fully-qualified	E1.0	postal horn
🔔	1F514	fully-qualified	E0.6	bell
🔕	1F515	fully-qualified	E1.0	bell with slash
🎼	1F3BC	fully-qualified	E0.6	musical score
🎵	1F3B5	fully-qualified	E0.6	musical note
🎶	1F3B6	fully-qualified	E0.6	musical notes
🎙	1F399	unqualified	E0.7	studio microphone
🎚	1F39A	unqualified	E0.7	level slider
🎛	1F39B	unqualified	E0.7	control knobs
🎤	1F3A4	fully-qualified	E0.6	microphone
🎧	1F3A7	fully-qualified	E0.6	headphone
📻	1F4FB	fully-qualified	E0.6	radio
🎷	1F3B7	fully-qualified	E0.6	saxophone
🎺	1F3BA	fully-qualified	E0.6	trumpet
🪊	1FA8A	fully-qualified	E17.0	trombone
🪗	1FA97	fully-qualified	E13.0	accordion
🎸	1F3B8	fully-qualified	E0.6	guitar
🎹	1F3B9	fully-qualified	E0.6	musical keyboard
🎻	1F3BB	fully-qualified	E0.6	violin
🪕	1FA95	fully-qualified	E12.0	banjo
🥁	1F941	fully-qualified	E3.0	drum
🪘	1FA98	fully-qualified	E13.0	long drum
🪇	1FA87	fully-qualified	E15.0	maracas
🪈	1FA88	fully-qualified	E15.0	flute
🪉	1FA89	fully-qualified	E16.0	harp
📱	1F4F1	fully-qualified	E0.6	mobile phone
📲	1F4F2	fully-qualified	E0.6	mobile phone with arrow
☎	260E	unqualified	E0.6	telephone
📞	1F4DE	fully-qualified	E0.6	telephone receiver
📟	1F4DF	fully-qualified	E0.6	pager
📠	1F4E0	fully-qualified	E0.6	fax machine
🔋	1F50B	fully-qualified	E0.6	battery
🪫	1FAAB	fully-qualified	E14.0	low battery
🔌	1F50C	fully-qualified	E0.6	electric plug
💻	1F4BB	fully-qualified	E0.6	laptop
🖥	1F5A5	unqualified	E0.7	desktop computer
🖨	1F5A8	unqualified	E0.7	printer
⌨	2328	unqualified	E1.0	keyboard
🖱	1F5B1	unqualified	E0.7	computer mouse
🖲	1F5B2	unqualified	E0.7	trackball
💽	1F4BD	fully-qualified	E0.6	computer disk
💾	1F4BE	fully-qualified	E0.6	floppy disk
💿	1F4BF	fully-qualified	E0.6	optical disk
📀	1F4C0	fully-qualified	E0.6	dvd
🧮	1F9EE	fully-qualified	E11.0	abacus
🎥	1F3A5	fully-qualified	E0.6	movie camera
🎞	1F39E	unqualified	E0.7	film frames
📽	1F4FD	unqualified	E0.7	film projector
🎬	1F3AC	fully-qualified	E0.6	clapper board
📺	1F4FA	fully-qualified	E0.6	television
📷	1F4F7	fully-qualified	E0.6	camera
📸	1F4F8	fully-qualified	E1.0	camera with flash
📹	1F4F9	fully-qualified	E0.6	video camera
📼	1F4FC	fully-qualified	E0.6	videocassette
🔍	1F50D	fully-qualified	E0.6	magnifying glass tilted left
🔎	1F50E	fully-qualified	E0.6	magnifying glass tilted right
🕯	1F56F	unqualified	E0.7	candle
💡	1F4A1	fully-qualified	E0.6	light bulb
🔦	1F526	fully-qualified	E0.6	flashlight
🏮	1F3EE	fully-qualified	E0.6	red paper lantern
🪔	1FA94	fully-qualified	E12.0	diya lamp
📔	1F4D4	fully-qualified	E0.6	notebook with decorative cover
📕	1F4D5	fully-qualified	E0.6	closed book
📖	1F4D6	fully-qualified	E0.6	open book
📗	1F4D7	fully-qualified	E0.6	green book
📘	1F4D8	fully-qualified	E0.6	blue book
📙	1F4D9	fully-qualified	E0.6	orange book
📚	1F4DA	fully-qualified	E0.6	books
📓	1F4D3	fully-qualified	E0.6	notebook
📒	1F4D2	fully-qualified	E0.6	ledger
📃	1F4C3	fully-qualified	E0.6	page with curl
📜	1F4DC	fully-qualified	E0.6	scroll
📄	1F4C4	fully-qualified	E0.6	page facing up
📰	1F4F0	fully-qualified	E0.6	newspaper
🗞	1F5DE	unqualified	E0.7	rolled-up newspaper
📑	1F4D1	fully-qualified	E0.6	bookmark tabs
🔖	1F516	fully-qualified	E0.6	bookmark
🏷	1F3F7	unqualified	E0.7	label
🪙	1FA99	fully-qualified	E13.0	coin
💰	1F4B0	fully-qualified	E0.6	money bag
🪎	1FA8E	fully-qualified	E17.0	treasure chest
💴	1F4B4	fully-qualified	E0.6	yen banknote
💵	1F4B5	fully-qualified	E0.6	dollar banknote
💶	1F4B6	fully-qualified	E1.0	euro banknote
